-3.0	-0.08
-2.99	-0.24
-2.96	-0.4
-2.93	-0.55
-2.88	-0.7
-2.82	-0.86
-2.75	-1.0
-2.67	-1.15
-2.57	-1.28
-2.47	-1.42
-2.36	-1.55
-2.24	-1.67
-2.1	-1.78
-1.96	-1.89
-1.82	-1.99
-1.66	-2.08
-1.5	-2.17
-1.33	-2.24
-1.16	-2.31
-0.98	-2.36
-0.8	-2.41
-0.61	-2.45
-0.43	-2.47
-0.24	-2.49
-0.05	-2.5
0.14	-2.5
0.33	-2.48
0.52	-2.46
0.71	-2.43
0.89	-2.39
1.07	-2.34
1.25	-2.27
1.42	-2.2
1.58	-2.12
1.74	-2.04
1.89	-1.94
2.04	-1.84
2.17	-1.73
2.3	-1.61
2.43	-1.5
2.47	-1.52
2.5	-1.54
2.53	-1.55
2.57	-1.56
2.6	-1.58
2.63	-1.59
2.67	-1.6
2.7	-1.62
2.74	-1.63
2.77	-1.64
2.81	-1.65
2.85	-1.65
2.88	-1.66
2.92	-1.67
2.95	-1.68
2.99	-1.68
3.03	-1.69
3.06	-1.69
3.1	-1.69
3.14	-1.7
3.17	-1.7
3.21	-1.7
3.25	-1.7
3.28	-1.7
3.32	-1.7
3.36	-1.7
3.39	-1.69
3.43	-1.69
3.46	-1.69
3.5	-1.68
3.54	-1.68
3.57	-1.67
3.61	-1.66
3.65	-1.66
3.68	-1.65
3.72	-1.64
3.75	-1.63
3.79	-1.62
3.82	-1.61
3.86	-1.59
3.89	-1.58
3.92	-1.57
3.96	-1.55
3.99	-1.54
4.03	-1.52
4.06	-1.51
4.09	-1.49
4.12	-1.47
4.15	-1.46
4.19	-1.44
4.22	-1.42
4.25	-1.4
4.28	-1.38
4.31	-1.36
4.33	-1.33
4.36	-1.31
4.39	-1.29
4.42	-1.27
4.45	-1.24
4.47	-1.22
4.5	-1.19
4.52	-1.17
4.55	-1.14
4.57	-1.11
4.6	-1.09
4.62	-1.06
4.64	-1.03
4.66	-1.0
4.69	-0.97
4.71	-0.94
4.73	-0.91
4.75	-0.88
4.76	-0.85
4.78	-0.82
4.8	-0.79
4.82	-0.76
4.83	-0.73
4.85	-0.69
4.86	-0.66
4.88	-0.63
4.89	-0.59
4.9	-0.56
4.91	-0.53
4.93	-0.49
4.94	-0.46
4.94	-0.42
4.95	-0.39
4.96	-0.35
4.97	-0.32
4.98	-0.28
4.98	-0.25
4.99	-0.21
4.99	-0.18
4.99	-0.14
5.0	-0.11
5.0	-0.07
5.0	-0.04
5.0	-0.0
5.0	0.02
5.0	0.05
5.0	0.09
5.0	0.12
4.99	0.16
4.99	0.19
4.98	0.23
4.98	0.27
4.97	0.3
4.97	0.34
4.96	0.37
4.95	0.41
4.94	0.44
4.93	0.47
4.92	0.51
4.91	0.54
4.9	0.58
4.88	0.61
4.87	0.64
4.86	0.68
4.84	0.71
4.83	0.74
4.81	0.77
4.79	0.8
4.77	0.84
4.76	0.87
4.74	0.9
4.72	0.93
4.7	0.96
4.68	0.99
4.65	1.01
4.63	1.04
4.61	1.07
4.59	1.1
4.56	1.13
4.54	1.15
4.51	1.18
4.49	1.2
4.46	1.23
4.43	1.25
4.41	1.28
4.38	1.3
4.35	1.32
4.32	1.34
4.29	1.37
4.26	1.39
4.23	1.41
4.2	1.43
4.17	1.45
4.14	1.46
4.11	1.48
4.07	1.5
4.04	1.52
4.01	1.53
3.98	1.55
3.94	1.56
3.91	1.57
3.87	1.59
3.84	1.6
3.81	1.61
3.77	1.62
3.74	1.63
3.7	1.64
3.66	1.65
3.63	1.66
3.59	1.67
3.56	1.67
3.52	1.68
3.48	1.68
3.45	1.69
3.41	1.69
3.37	1.7
3.34	1.7
3.3	1.7
3.26	1.7
3.23	1.7
3.19	1.7
3.15	1.7
3.12	1.7
3.08	1.69
3.04	1.69
3.01	1.68
2.97	1.68
2.94	1.67
2.9	1.67
2.86	1.66
2.83	1.65
2.79	1.64
2.76	1.63
2.72	1.62
2.69	1.61
2.65	1.6
2.62	1.59
2.58	1.57
2.55	1.56
2.52	1.54
2.48	1.53
2.45	1.51
2.42	1.5
2.3	1.61
2.17	1.73
2.04	1.84
1.89	1.94
1.74	2.04
1.58	2.12
1.42	2.2
1.25	2.27
1.07	2.34
0.89	2.39
0.71	2.43
0.52	2.46
0.33	2.48
0.14	2.5
-0.05	2.5
-0.24	2.49
-0.43	2.47
-0.61	2.45
-0.8	2.41
-0.98	2.36
-1.16	2.31
-1.33	2.24
-1.5	2.17
-1.66	2.08
-1.82	1.99
-1.96	1.89
-2.1	1.78
-2.24	1.67
-2.36	1.55
-2.47	1.42
-2.57	1.28
-2.67	1.15
-2.75	1.0
-2.82	0.86
-2.88	0.7
-2.93	0.55
-2.96	0.4
-2.99	0.24
-3.0	0.08
